ID,Gender,Own_car,Own_property,Unemployed,Num_children,Num_family,Account_length,Total_income,Age,Years_employed,Target,Income_type_Commercial associate,Income_type_Pensioner,Income_type_State servant,Income_type_Student,Income_type_Working,Education_type_Academic degree,Education_type_Higher education,Education_type_Incomplete higher,Education_type_Lower secondary,Education_type_Secondary / secondary special,Family_status_Civil marriage,Family_status_Married,Family_status_Separated,Family_status_Single / not married,Family_status_Widow,Housing_type_Co-op apartment,Housing_type_House / apartment,Housing_type_Municipal apartment,Housing_type_Office apartment,Housing_type_Rented apartment,Housing_type_With parents,Occupation_type_Accountants,Occupation_type_Cleaning staff,Occupation_type_Cooking staff,Occupation_type_Core staff,Occupation_type_Drivers,Occupation_type_HR staff,Occupation_type_High skill tech staff,Occupation_type_IT staff,Occupation_type_Laborers,Occupation_type_Low-skill Laborers,Occupation_type_Managers,Occupation_type_Medicine staff,Occupation_type_Other,Occupation_type_Private service staff,Occupation_type_Realty agents,Occupation_type_Sales staff,Occupation_type_Secretaries,Occupation_type_Security staff,Occupation_type_Waiters/barmen staff
5068416,0,0,1,0,0.7525578993598756,0.8762054786436622,1.4254614575915778,-0.23902155520249393,-0.9702184699618281,1.2341243316825443,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5068422,0,0,1,0,-0.5512580615403799,-0.19575507984314686,1.0650404754890068,1.8008245979989372,0.7499566774714532,3.6248411148877926,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5068440,0,0,0,1,-0.5512580615403799,-0.19575507984314686,-0.737064435023849,-0.23902155520249393,1.1800004643297735,-0.8378302137620041,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5068441,1,1,0,0,-0.5512580615403799,-0.19575507984314686,0.7046194933864356,0.21427758995337964,-1.1422359847051564,-0.5190679760013043,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5068443,0,1,1,0,2.056373860260131,1.9481660371304712,-0.737064435023849,-1.009630101967479,-0.5401746831035078,0.27783761840044513,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5068445,1,0,0,0,-0.5512580615403799,-0.19575507984314686,-1.3377660718614675,-0.6923207003583676,-1.3142534994484845,-0.5190679760013043,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5068448,0,0,1,1,-0.5512580615403799,-0.19575507984314686,1.0049703118052449,-0.23902155520249393,1.4380267364447659,-0.8378302137620041,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5068452,1,1,1,0,-0.5512580615403799,-0.19575507984314686,-1.2176257444939438,-0.46567112778043074,0.6639479200997891,0.437218737280795,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5068459,0,1,1,0,-0.5512580615403799,-0.19575507984314686,-0.2565031255537541,-0.46567112778043074,-0.5401746831035078,0.27783761840044513,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5068461,0,0,1,0,0.7525578993598756,0.8762054786436622,-1.3978362355452294,-0.9189702729363043,-1.4002622568201486,-0.04092461936025464,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5068469,0,0,1,1,-0.5512580615403799,-1.267715638329956,0.22405818391634075,0.6675767351092532,1.5240354938164298,-0.8378302137620041,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5068470,0,0,0,0,0.7525578993598756,0.8762054786436622,0.8848299844377212,-0.7376506148739549,-0.19613965361685157,-0.6784490948816542,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5068475,1,1,0,0,0.7525578993598756,0.8762054786436622,-0.4367136166050397,0.4862570770469038,1.3520179790731017,0.9153620939218446,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5068486,1,0,1,0,-0.5512580615403799,-0.19575507984314686,-0.8572047623913727,-0.01237198262455714,-1.0562272273334923,0.27783761840044513,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5068487,0,0,1,0,0.7525578993598756,0.8762054786436622,-0.5568539439725634,-0.01237198262455714,-1.744297286306805,-0.5190679760013043,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5068489,1,0,0,0,0.7525578993598756,0.8762054786436622,-1.0974854171264201,1.3475254528430636,0.5779391627281251,-0.8378302137620041,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5068503,0,0,1,0,-0.5512580615403799,-0.19575507984314686,-0.016222470818706692,-0.46567112778043074,-0.02412213887352343,0.27783761840044513,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5068523,0,0,1,0,-0.5512580615403799,-1.267715638329956,0.16398802023257888,-0.46567112778043074,-0.8842097125901641,-0.6784490948816542,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5068527,0,0,1,0,-0.5512580615403799,-0.19575507984314686,-1.157555580810182,-0.46567112778043074,-1.8303060436784688,-0.6784490948816542,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5068535,1,0,0,0,-0.5512580615403799,-0.19575507984314686,-1.517976562912753,-0.23902155520249393,1.1800004643297735,-0.04092461936025464,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5068536,0,1,1,0,-0.5512580615403799,-1.267715638329956,0.46433883865138814,1.5741750254210005,0.9219741922147814,0.437218737280795,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5068543,1,1,1,0,-0.5512580615403799,-0.19575507984314686,1.1851808028565305,-0.6469907858427801,0.7499566774714532,-0.5190679760013043,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5068550,1,1,1,1,0.7525578993598756,0.8762054786436622,-0.07629263450246855,-0.01237198262455714,0.4059216479847969,-0.8378302137620041,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5068556,1,0,1,0,-0.5512580615403799,-1.267715638329956,0.8848299844377212,0.21427758995337964,-0.8842097125901641,-0.04092461936025464,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5068559,1,1,0,0,-0.5512580615403799,-0.19575507984314686,1.9060227670616727,-0.46567112778043074,0.8359654348431172,-0.6784490948816542,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5068561,1,1,1,0,-0.5512580615403799,-0.19575507984314686,-1.0374152534426582,0.4409271625313164,-1.4002622568201486,-0.6784490948816542,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5068563,0,0,1,0,-0.5512580615403799,-0.19575507984314686,-1.0974854171264201,0.3502673335001417,0.5779391627281251,0.437218737280795,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5068573,0,0,1,0,0.7525578993598756,0.8762054786436622,1.9660929307454347,-1.145619845514241,-0.02412213887352343,-0.6784490948816542,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5068577,0,0,1,0,3.360189821160387,3.0201265956172803,-1.157555580810182,-0.4112752303617259,-0.8842097125901641,0.437218737280795,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5068583,0,0,1,0,0.7525578993598756,0.8762054786436622,-1.4579063992289913,-0.6016608713271928,0.06188661849814064,-0.5190679760013043,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5068590,0,0,1,0,0.7525578993598756,0.8762054786436622,0.5844791660189119,-0.23902155520249393,-0.5401746831035078,0.27783761840044513,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5068603,0,0,1,0,0.7525578993598756,0.8762054786436622,1.5456017849591015,0.4409271625313164,-0.19613965361685157,2.8279355204860432,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5068605,0,0,1,0,-0.5512580615403799,-0.19575507984314686,-0.4367136166050397,-0.9189702729363043,-1.5722797715634766,-0.20030573824060452,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5068606,0,0,1,0,2.056373860260131,1.9481660371304712,-0.9773450897588964,1.8008245979989372,-0.02412213887352343,-0.6784490948816542,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5068610,0,0,1,0,-0.5512580615403799,-0.19575507984314686,-0.6769942713400872,-0.46567112778043074,-0.19613965361685157,-0.20030573824060452,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5068613,0,0,0,0,-0.5512580615403799,-0.19575507984314686,0.6445493297026738,-0.46567112778043074,-1.4002622568201486,-0.04092461936025464,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5068616,0,1,0,1,-0.5512580615403799,-0.19575507984314686,-0.016222470818706692,-0.46567112778043074,1.2660092217014376,-0.8378302137620041,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5068618,0,1,1,1,-0.5512580615403799,-0.19575507984314686,0.8247598207539593,-0.23902155520249393,1.610044251188094,-0.8378302137620041,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5068620,0,0,0,0,-0.5512580615403799,-1.267715638329956,0.4042686749676263,-0.46567112778043074,0.23390413324146878,-0.20030573824060452,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5068621,1,0,1,0,-0.5512580615403799,-1.267715638329956,-1.3978362355452294,0.89422630768719,0.06188661849814064,1.552886569443244,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5068622,0,1,1,0,-0.5512580615403799,-0.19575507984314686,0.7046194933864356,0.3502673335001417,1.2660092217014376,0.5965998561611449,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5068637,0,0,1,0,-0.5512580615403799,-1.267715638329956,1.0650404754890068,1.5741750254210005,1.5240354938164298,0.437218737280795,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5068647,1,0,1,0,-0.5512580615403799,-1.267715638329956,-0.7971345987076108,-0.46567112778043074,-1.0562272273334923,-0.5190679760013043,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5068652,0,1,1,0,-0.5512580615403799,-1.267715638329956,1.8459526033779108,1.8008245979989372,0.7499566774714532,-0.04092461936025464,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5068669,1,0,1,0,-0.5512580615403799,-0.19575507984314686,-1.2776959081777057,0.6675767351092532,-1.5722797715634766,-0.6784490948816542,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5068675,1,1,1,0,0.7525578993598756,0.8762054786436622,-0.9172749260751345,0.1689476754377923,-0.1101308962451875,0.5965998561611449,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5068682,1,0,1,0,-0.5512580615403799,-1.267715638329956,-1.578046726596515,-0.32968138423366866,-0.9702184699618281,-0.5190679760013043,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5068697,1,1,1,0,0.7525578993598756,0.8762054786436622,-0.316573289237516,0.89422630768719,-0.2821484109885156,1.552886569443244,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5068705,0,1,1,0,-0.5512580615403799,-0.19575507984314686,-0.4367136166050397,-0.9189702729363043,-0.6261834404751719,1.393505450562894,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5068713,0,0,0,0,-0.5512580615403799,-0.19575507984314686,1.0049703118052449,-0.23902155520249393,-0.1101308962451875,-0.8378302137620041,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5068715,1,1,1,0,-0.5512580615403799,-0.19575507984314686,0.4042686749676263,-0.01237198262455714,-1.5722797715634766,-0.20030573824060452,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5068716,0,1,1,0,0.7525578993598756,0.8762054786436622,1.4254614575915778,-0.46567112778043074,-1.3142534994484845,-0.6784490948816542,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5068721,0,0,0,0,-0.5512580615403799,-1.267715638329956,-1.3978362355452294,-0.01237198262455714,-0.2821484109885156,-0.3596868571209544,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5068727,1,1,1,0,-0.5512580615403799,-0.19575507984314686,0.944900148121483,-0.01237198262455714,-1.4002622568201486,-0.5190679760013043,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5068731,0,1,1,0,-0.5512580615403799,-0.19575507984314686,0.4042686749676263,-0.6469907858427801,-0.6261834404751719,0.11845649952009524,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5068734,1,1,1,0,0.7525578993598756,0.8762054786436622,0.4042686749676263,0.21427758995337964,-1.6582885289351408,-0.20030573824060452,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5068740,0,0,1,1,-0.5512580615403799,-1.267715638329956,-0.4367136166050397,0.21427758995337964,1.610044251188094,-0.8378302137620041,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5068744,0,0,1,0,3.360189821160387,1.9481660371304712,-1.2176257444939438,0.4409271625313164,-0.9702184699618281,1.2341243316825443,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5068747,0,0,0,0,-0.5512580615403799,-0.19575507984314686,-1.4579063992289913,-0.23902155520249393,-0.6261834404751719,-0.8378302137620041,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5068749,0,0,1,0,-0.5512580615403799,-0.19575507984314686,1.1851808028565305,-0.46567112778043074,0.4059216479847969,0.11845649952009524,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5068763,0,0,1,0,-0.5512580615403799,-0.19575507984314686,0.4042686749676263,1.8914844270301119,0.491930405356461,0.27783761840044513,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5068766,0,0,0,0,-0.5512580615403799,-0.19575507984314686,-0.316573289237516,-0.46567112778043074,0.06188661849814064,-0.04092461936025464,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5068775,0,0,1,1,-0.5512580615403799,-1.267715638329956,1.6657421123266254,0.21427758995337964,0.5779391627281251,-0.8378302137620041,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5068780,0,0,0,0,-0.5512580615403799,-1.267715638329956,0.22405818391634075,-0.01237198262455714,-0.6261834404751719,0.7559809750414948,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5068785,0,0,1,0,-0.5512580615403799,-0.19575507984314686,-0.9172749260751345,0.12361776092220493,0.5779391627281251,0.11845649952009524,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5068794,1,0,0,0,-0.5512580615403799,-1.267715638329956,0.8848299844377212,-0.6016608713271928,-1.1422359847051564,0.437218737280795,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5068795,1,1,1,0,0.7525578993598756,0.8762054786436622,-0.1363627981862304,-0.6923207003583676,-0.9702184699618281,-0.6784490948816542,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5068810,0,0,1,0,-0.5512580615403799,-0.19575507984314686,-0.19643296186999226,1.3475254528430636,-0.3681571683601797,0.11845649952009524,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5068821,0,1,1,0,-0.5512580615403799,-0.19575507984314686,1.0049703118052449,-0.23902155520249393,-0.19613965361685157,0.5965998561611449,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5068829,0,0,1,0,-0.5512580615403799,-1.267715638329956,-0.016222470818706692,-0.46567112778043074,-1.6582885289351408,-0.6784490948816542,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5068830,0,0,1,0,0.7525578993598756,0.8762054786436622,-0.8572047623913727,-0.23902155520249393,-0.6261834404751719,-0.3596868571209544,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5068835,0,0,1,1,-0.5512580615403799,-1.267715638329956,1.9660929307454347,0.4409271625313164,1.1800004643297735,-0.8378302137620041,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5068841,0,0,1,0,-0.5512580615403799,-1.267715638329956,-0.49678378028880155,-0.46567112778043074,1.610044251188094,0.9153620939218446,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5068848,0,0,1,1,-0.5512580615403799,-0.19575507984314686,1.1851808028565305,-0.8283104439051296,0.9219741922147814,-0.8378302137620041,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5068852,1,0,1,0,-0.5512580615403799,-1.267715638329956,0.04384769286505517,-0.23902155520249393,1.0939917069581095,-0.3596868571209544,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5068855,1,1,1,0,0.7525578993598756,0.8762054786436622,1.0049703118052449,-0.01237198262455714,-1.2282447420768203,0.27783761840044513,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5068857,1,0,1,0,0.7525578993598756,-0.19575507984314686,1.785882439694149,-0.46567112778043074,-0.3681571683601797,-0.3596868571209544,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5068865,1,0,1,0,-0.5512580615403799,-0.19575507984314686,0.16398802023257888,-0.19369164068690659,-1.4002622568201486,-0.6784490948816542,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5068866,0,1,1,1,-0.5512580615403799,-0.19575507984314686,-0.9773450897588964,1.5741750254210005,1.0939917069581095,-0.8378302137620041,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5068873,0,0,1,0,0.7525578993598756,0.8762054786436622,-0.19643296186999226,-0.7376506148739549,-1.3142534994484845,0.5965998561611449,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5068875,0,0,0,0,0.7525578993598756,0.8762054786436622,0.2841283476001026,-0.6923207003583676,-1.0562272273334923,0.7559809750414948,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5068884,0,0,1,0,-0.5512580615403799,-1.267715638329956,-0.5568539439725634,0.21427758995337964,0.6639479200997891,1.7122676883235939,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5068885,0,0,1,0,-0.5512580615403799,-0.19575507984314686,-0.6169241076563252,0.4409271625313164,1.782061765931422,1.2341243316825443,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5068894,1,1,1,0,-0.5512580615403799,-0.19575507984314686,0.6445493297026738,-0.5563309568116055,1.0079829495864454,-0.20030573824060452,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5068900,1,0,0,0,-0.5512580615403799,-1.267715638329956,0.22405818391634075,0.4409271625313164,-0.9702184699618281,-0.8378302137620041,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5068905,0,1,1,0,0.7525578993598756,0.8762054786436622,1.7258122760103871,-0.23902155520249393,-0.1101308962451875,1.0747432128021945,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5068911,0,0,0,0,0.7525578993598756,0.8762054786436622,-0.3766434529212778,-0.375011298749256,-0.2821484109885156,-0.04092461936025464,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5068915,0,0,1,0,0.7525578993598756,0.8762054786436622,-0.49678378028880155,-0.6923207003583676,-0.5401746831035078,0.5965998561611449,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5068923,0,0,1,0,-0.5512580615403799,-0.19575507984314686,1.785882439694149,1.8008245979989372,0.3199128906131328,-0.5190679760013043,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
